customer_id,first_name,last_name,birth_date,gender,city,signup_date
35,Julie,Letellier,1983-12-31,F,Alger,2021-07-12
36,Stéphane,Alexandre,1971-04-24,M,Blida,2022-10-18
37,Christine,Grégoire,1978-10-22,F,Annaba,2021-09-18
38,Anaïs,Masson,1959-05-23,F,Constantine,2026-04-02
39,Constance,Bazin,1974-09-27,F,Annaba,2021-02-17
40,Arthur,Collin,1972-06-05,M,Setif,2023-12-29
41,Suzanne,Evrard,1965-01-03,F,Alger,2024-04-17
42,Adrienne,Bazin,1991-10-04,F,Blida,2026-02-02
43,Zacharie,Regnier,1993-06-23,M,Setif,2023-12-15
44,Tristan,Leblanc,1957-01-13,M,Annaba,2022-03-12
45,Renée,Barbier,1976-07-16,F,Setif,2023-03-26
46,Gilles,Charrier,1994-02-09,M,Oran,2022-10-24
47,Philippe,Gautier,2000-04-18,M,Annaba,2024-08-20
48,Lucy,Riou,1979-08-13,F,Alger,2022-04-04
49,Élodie,Brunet,1971-12-28,F,Oran,2023-09-08
50,Édouard,Gimenez,2005-01-09,M,Blida,2021-11-19
51,Rémy,Martin,1984-10-25,M,Setif,2026-06-14
52,Patrick,Moreau,1957-01-19,M,Annaba,2022-05-31
53,Jules,Le Gall,1964-04-29,M,Setif,2026-05-01
54,Georges,Duhamel,2004-08-26,M,Oran,2025-09-30
55,Augustin,Foucher,1978-05-18,M,Annaba,2023-04-04
56,Antoinette,Samson,1981-01-15,F,Constantine,2025-03-10
57,Charlotte,Rodriguez,1988-04-13,F,Annaba,2026-01-24
58,Robert,Gaillard,1965-10-14,M,Blida,2023-07-10
59,Thibaut,Briand,2005-08-24,M,Oran,2021-03-28
60,Richard,Faivre,1992-04-13,M,Annaba,2023-06-22
61,Eugène,Delannoy,1968-06-11,M,Alger,2021-08-30
62,Xavier,Delahaye,1971-12-18,M,Alger,2021-05-09
63,Stéphanie,Mathieu,1964-10-22,F,Alger,2023-09-02
64,Anouk,Maillot,1951-11-16,F,Setif,2026-06-12
65,Robert,Rolland,1984-03-20,M,Annaba,2022-06-26
66,Adèle,Guérin,1991-01-09,F,Blida,2026-04-22
67,Anne,Rolland,1954-07-09,F,Blida,2022-01-22
68,Alfred,Rémy,1954-09-19,M,Setif,2025-11-01
69,Inès,Lopes,1988-10-22,F,Constantine,2025-08-11
70,Frédérique,Gimenez,1958-03-21,F,Setif,2021-08-10
71,Sébastien,Verdier,1977-08-14,M,Alger,2025-07-08
72,Thérèse,Cordier,1961-07-13,F,Alger,2023-10-16
73,Benoît,Delmas,1975-04-01,M,Blida,2026-01-12
74,Marcel,Bouchet,1977-04-18,M,Constantine,2023-01-22
75,Anastasie,Maillet,1987-12-04,F,Constantine,2023-10-21
76,Tristan,Perrin,1954-02-17,M,Constantine,2022-02-06
77,Jean,Nicolas,1964-11-06,M,Setif,2021-03-02
78,Étienne,Regnier,1976-03-31,M,Blida,2022-11-13
79,Pauline,Vidal,1966-07-22,F,Constantine,2026-05-26
80,Gérard,Sanchez,1975-12-08,M,Constantine,2021-08-29
81,Robert,Perrin,1953-07-24,M,Constantine,2021-01-09
82,Agathe,Morin,2003-06-25,F,Oran,2026-02-07
83,Inès,Brun,1973-11-04,F,Constantine,2026-06-17
84,Olivier,Benoit,1999-12-18,M,Blida,2024-04-30
85,Antoine,Gaillard,1972-04-11,M,Alger,2021-09-07
86,Nath,Aubry,2003-06-28,F,Alger,2021-07-25
87,Susanne,Renault,1974-10-15,F,Annaba,2022-10-07
88,Roger,Peltier,1991-08-17,M,Annaba,2021-11-25
89,Denis,Aubert,1967-08-04,M,Alger,2021-10-06
90,Antoine,Delorme,1992-08-12,M,Constantine,2022-05-07
91,Antoine,Letellier,1968-07-20,M,Annaba,2021-06-12
92,André,Mary,1977-11-08,M,Constantine,2024-07-19
93,Constance,Boyer,2005-06-10,F,Blida,2024-07-10
94,Augustin,Lemoine,1954-08-01,M,Oran,2025-06-10
95,Arthur,Parent,1999-10-20,M,Setif,2024-05-13
96,Océane,Mathieu,2004-05-07,F,Oran,2021-10-25
97,Roland,Hoarau,1983-09-04,M,Constantine,2022-02-14
98,Alphonse,Legendre,1955-05-08,M,Annaba,2023-05-24
99,Margaux,Bertin,1962-04-27,F,Blida,2024-11-30
100,Hugues,Dupuis,1965-10-25,M,Blida,2025-02-22
101,Christelle,Leconte,1987-06-21,F,Blida,2025-11-30
102,Suzanne,Gomes,2003-08-19,F,Annaba,2021-02-02
103,Arnaude,Petit,1976-10-19,F,Setif,2022-03-01
104,Roland,Roussel,1954-11-08,M,Oran,2022-04-18
105,Franck,Guillou,1965-10-17,M,Setif,2022-09-29
106,Marine,Muller,2000-10-17,F,Oran,2023-05-13
107,Michèle,Jacquet,1959-09-02,F,Blida,2023-12-18
108,Madeleine,Raymond,2006-10-03,F,Oran,2021-07-28
109,Victor,Evrard,1951-02-14,M,Setif,2025-10-01
110,Lucy,Dupré,1956-07-31,F,Alger,2021-01-15
111,Christiane,Aubry,1957-04-04,F,Blida,2023-12-09
112,Bernard,Bernier,1982-03-18,M,Setif,2025-12-15
113,Laetitia,Carre,1985-02-24,F,Annaba,2021-02-09
114,Jean,Martins,1989-11-12,M,Alger,2022-09-03
115,Gilles,Bodin,1978-07-10,M,Oran,2022-08-30
116,Anastasie,Morin,1986-10-31,F,Blida,2021-06-21
117,Laure,Bertrand,1950-11-17,F,Oran,2021-06-13
118,Christelle,Diaz,2006-07-11,F,Blida,2023-10-20
119,Édouard,Traore,1975-11-11,M,Oran,2025-07-23
120,Marcel,Guilbert,1951-03-25,M,Blida,2022-10-28
121,Auguste,Blot,2002-03-14,M,Constantine,2021-04-12
122,Richard,Da Silva,1998-04-01,M,Setif,2024-09-22
123,Claudine,Perret,1957-12-10,F,Setif,2023-10-14
124,Manon,Marchal,2001-12-01,F,Blida,2022-03-19
125,Alice,Pelletier,1962-08-26,F,Alger,2026-04-12
126,Gérard,Martineau,1956-07-15,M,Blida,2026-03-01
127,Odette,Legendre,1993-05-25,F,Oran,2023-07-22
128,Georges,Goncalves,2006-04-27,M,Alger,2023-03-03
129,Dorothée,Pasquier,1952-02-03,F,Oran,2024-02-16
130,Jacques,Bouchet,1996-05-27,M,Oran,2024-12-09
131,Jeanne,Da Costa,1959-10-02,F,Setif,2024-09-18
132,Bernard,Weber,2000-05-22,M,Alger,2023-12-06
133,Noël,Louis,1962-01-19,M,Annaba,2023-12-24
134,Michel,Marty,1968-01-27,M,Alger,2025-11-15
135,Henriette,Hubert,1952-01-10,F,Setif,2024-07-08
136,Élise,Alexandre,1969-05-22,F,Annaba,2022-04-19
137,Antoinette,Leleu,1966-08-03,F,Annaba,2023-02-18
138,Dominique,Alexandre,1989-05-29,F,Alger,2025-11-22
139,René,Rémy,2004-03-18,M,Annaba,2023-03-19
140,Céline,Bertin,1960-11-08,F,Constantine,2021-10-14
141,Julie,Morel,1956-11-08,F,Annaba,2024-07-09
142,Martin,Barre,1992-03-15,M,Setif,2024-05-15
143,Margaux,Nguyen,1985-03-25,F,Setif,2025-07-31
144,Dominique,Ferreira,1972-08-19,F,Constantine,2024-04-26
145,Sébastien,Aubert,1965-03-13,M,Blida,2025-09-19
146,Renée,Martin,1980-04-24,F,Setif,2022-12-14
147,Élodie,Marchal,1975-04-06,F,Constantine,2021-01-02
148,Margot,Ferrand,1968-07-27,F,Oran,2023-05-11
149,Chantal,Fouquet,2001-12-24,F,Annaba,2024-08-12
150,Claude,Ruiz,1988-09-09,F,Constantine,2025-12-17
151,Isaac,Antoine,1990-06-02,M,Annaba,2026-04-23
152,Robert,Rodriguez,1961-08-11,M,Setif,2021-12-14
153,Monique,Labbé,1993-04-27,F,Annaba,2024-10-04
154,Emmanuel,Chauvet,1983-02-12,M,Blida,2024-06-25
155,Luc,Lévy,1998-03-14,M,Blida,2022-08-27
156,Henri,Renault,1962-08-28,M,Alger,2023-09-30
157,Margot,Turpin,1975-11-10,F,Annaba,2021-10-26
158,Frédérique,Gros,1977-08-25,F,Constantine,2023-03-08
159,Denise,Delmas,1955-07-06,F,Constantine,2025-06-25
160,Pierre,Dupré,1986-10-03,M,Blida,2021-01-23
161,Jacques,Morin,1997-04-29,M,Constantine,2023-06-16
162,Georges,Maillet,1968-05-15,M,Setif,2026-03-18
163,Eugène,Caron,1952-01-26,M,Annaba,2023-10-18
164,Gérard,Ollivier,1985-07-09,M,Constantine,2022-07-01
165,Arnaude,Pineau,1974-04-20,F,Setif,2024-07-23
166,Élise,Wagner,1990-05-15,F,Annaba,2026-08-30
167,Virginie,Alexandre,1964-08-01,F,Annaba,2026-01-01
168,Victor,Lagarde,1950-12-29,M,Setif,2026-04-29
169,Catherine,Merle,1974-11-29,F,Oran,2023-10-10
170,Dorothée,Grenier,1980-03-14,F,Annaba,2026-06-08
171,André,Pascal,1964-11-18,M,Oran,2025-12-07
172,Charles,Pineau,1958-04-11,M,Setif,2024-03-16
173,Nicolas,Martineau,1980-12-13,M,Oran,2024-10-07
174,Margaud,Faivre,2001-06-27,F,Annaba,2021-11-27
175,Thibault,Fouquet,2001-07-09,M,Blida,2023-08-06
176,Pénélope,Lévy,1976-02-04,F,Setif,2022-09-18
177,Édouard,Bernier,1999-10-13,M,Alger,2025-08-27
178,Stéphanie,Poirier,1993-07-12,F,Oran,2026-03-24
179,Laure,Gosselin,1995-01-02,F,Alger,2023-04-28
180,Véronique,Toussaint,1964-04-24,F,Constantine,2021-03-22
181,Sabine,Garnier,1991-05-08,F,Constantine,2021-01-25
182,Inès,Maillard,1969-10-27,F,Oran,2025-05-17
183,Audrey,Dos Santos,1959-04-11,F,Annaba,2023-06-23
184,Nathalie,Lemonnier,1959-05-22,F,Blida,2024-01-23
185,Frédérique,Andre,1974-04-29,F,Constantine,2021-04-29
186,Margot,Allard,1977-03-27,F,Oran,2025-07-15
187,Antoine,Leclerc,1998-02-24,M,Constantine,2022-06-07
188,Léon,Pires,1983-12-20,M,Constantine,2021-04-22
189,Alain,Salmon,1983-06-29,M,Setif,2025-10-22
190,Olivier,Robert,2004-05-30,M,Constantine,2023-01-15
191,Henri,Chrétien,1972-11-27,M,Oran,2025-04-02
192,Paulette,Tanguy,1993-04-14,F,Blida,2026-02-06
193,Geneviève,Coulon,1963-03-09,F,Oran,2025-04-02
194,Renée,Vallée,1952-05-01,F,Constantine,2023-10-31
195,Jean,Laroche,1989-05-22,M,Constantine,2021-03-21
196,Luc,Ramos,1960-02-01,M,Oran,2023-07-08
197,Nicolas,Rodriguez,2006-07-30,M,Setif,2021-06-14
198,René,Michel,2002-05-16,M,Blida,2023-03-28
199,Théodore,Thibault,1988-06-19,M,Annaba,2022-09-17
200,Augustin,Weiss,1975-02-09,M,Blida,2026-04-24
201,Nicolas,Vidal,1953-07-17,M,Annaba,2023-06-12
202,Monique,Millet,1962-09-28,F,Setif,2023-11-16
203,Marguerite,Marques,1994-01-25,F,Blida,2022-04-15
204,Laurent,Lopes,1993-07-17,M,Oran,2022-03-19
205,Marc,Fleury,1998-04-08,M,Oran,2025-03-18
206,Sylvie,Moreau,1993-05-15,F,Setif,2023-03-24
207,André,Marty,1963-06-17,M,Annaba,2023-09-22
208,Arthur,Valette,2005-03-29,M,Setif,2024-05-20
209,Alphonse,Faivre,1952-06-12,M,Annaba,2021-06-18
210,Jeanne,Bourgeois,1998-07-06,F,Annaba,2025-10-21
211,Colette,Dupuis,1957-11-14,F,Alger,2024-10-29
212,Xavier,Noël,1982-10-28,M,Constantine,2026-07-01
213,Franck,Turpin,1990-07-19,M,Constantine,2025-01-23
214,Michèle,Brun,1985-03-19,F,Setif,2022-09-19
215,Céline,Merle,1997-05-18,F,Blida,2024-01-12
216,Marcelle,Nicolas,1983-08-30,F,Constantine,2025-11-20
217,Marcelle,Bruneau,1989-04-14,F,Oran,2023-10-03
218,Laurent,Chauvin,2004-05-04,M,Oran,2026-01-21
219,Eugène,Sanchez,1984-06-04,M,Constantine,2025-04-02
220,Jacqueline,Henry,1990-06-01,F,Alger,2026-07-18
221,Madeleine,Pottier,1984-11-24,F,Blida,2026-06-21
222,Charles,Moreno,1995-04-15,M,Oran,2023-11-25
223,Marie,Rossi,1975-02-04,F,Oran,2024-02-06
224,Julien,Muller,1979-07-08,M,Annaba,2023-02-22
225,Jean,Richard,1999-02-07,M,Blida,2025-07-23
226,Victoire,Gautier,1975-05-22,F,Annaba,2023-09-12
227,Maryse,Bousquet,2001-06-30,F,Setif,2026-07-04
228,Suzanne,Neveu,1959-05-26,F,Alger,2022-01-17
229,Dorothée,Peron,1980-06-01,F,Blida,2025-07-15
230,Victor,Dupuy,1985-10-13,M,Oran,2025-02-20
231,Valérie,Turpin,1975-07-04,F,Annaba,2024-11-09
232,Juliette,Breton,1999-03-23,F,Setif,2024-09-16
233,Aurore,Lopes,2000-12-05,F,Setif,2026-02-02
234,Jacqueline,Hamel,1977-03-01,F,Oran,2023-10-27
235,Thibault,Laroche,1972-04-12,M,Alger,2023-02-28
236,Alix,Costa,1999-03-07,F,Alger,2023-01-29
237,Éric,Coulon,1962-10-08,M,Blida,2026-06-07
238,Josette,Leblanc,1966-08-14,F,Setif,2024-03-05
239,Théophile,Boutin,2000-11-03,M,Blida,2024-04-28
240,Roger,Dubois,1980-02-15,M,Oran,2023-01-05
241,Élisabeth,Clément,1964-06-07,F,Alger,2022-06-03
242,Odette,Camus,1982-04-28,F,Alger,2021-08-12
243,Isabelle,Blot,1977-10-24,F,Setif,2022-06-02
244,Victoire,Pons,1995-11-16,F,Alger,2021-02-20
245,Bernadette,Cousin,1963-04-23,F,Constantine,2026-05-15
246,Jacqueline,Schneider,1988-07-09,F,Oran,2023-01-26
247,Julien,Reynaud,1982-03-23,M,Oran,2026-05-11
248,Jérôme,Lamy,2007-06-26,M,Alger,2025-06-30
249,Margot,Benard,1990-09-27,F,Alger,2021-08-08
250,Grégoire,Schneider,1965-01-02,M,Blida,2024-05-29
251,Charles,Mace,1961-08-27,M,Blida,2022-05-01
252,Célina,Bernier,1981-03-22,F,Annaba,2023-07-14
253,Éléonore,Olivier,1963-01-04,F,Constantine,2025-12-19
254,Valérie,Baron,1991-12-24,F,Annaba,2025-10-23
255,Lorraine,Roussel,1998-02-19,F,Annaba,2021-09-04
256,William,Dumas,1971-04-01,M,Blida,2023-05-15
257,Madeleine,Garcia,1991-01-13,F,Setif,2021-11-29
258,Christophe,Paris,1953-04-09,M,Blida,2022-12-13
259,André,Lenoir,1967-04-30,M,Blida,2021-01-11
260,Charlotte,Diaz,2000-03-06,F,Constantine,2026-04-09
261,Victoire,Henry,2000-06-03,F,Alger,2023-08-07
262,Lorraine,Lelièvre,1977-12-18,F,Setif,2024-03-04
263,Marianne,Gonzalez,2005-09-16,F,Alger,2023-08-15
264,Jeannine,Martel,1957-03-07,F,Setif,2023-03-22
265,Anouk,Maréchal,1978-09-15,F,Alger,2023-07-10
266,Sébastien,Lombard,1989-10-21,M,Oran,2022-08-06
267,Denis,Gérard,1996-11-29,M,Alger,2022-11-11
268,Madeleine,Clément,2007-05-01,F,Annaba,2024-03-28
269,Célina,Pascal,1994-04-01,F,Alger,2026-04-04
270,Hélène,Diallo,1980-06-18,F,Setif,2025-07-07
271,Stéphanie,Pichon,1967-08-17,F,Annaba,2026-07-16
272,Pénélope,Schneider,1983-02-02,F,Alger,2021-06-13
273,Anne,Bourdon,2005-05-27,F,Setif,2024-08-13
274,Capucine,Ledoux,1962-07-09,F,Alger,2022-01-10
275,Franck,Aubry,1988-04-27,M,Setif,2021-03-26
276,Constance,Dupuis,1960-08-01,F,Annaba,2021-06-14
277,Auguste,Barbier,1950-10-30,M,Constantine,2025-12-17
278,Stéphanie,Lagarde,1984-07-10,F,Blida,2025-11-21
279,Luce,David,1963-11-15,F,Alger,2026-04-10
280,Lorraine,Boutin,1999-09-04,F,Constantine,2024-09-27
281,Arnaude,Torres,1963-12-25,F,Setif,2022-03-05
282,Gilles,Toussaint,1984-04-17,M,Oran,2025-08-14
283,Élodie,Lamy,1957-03-21,F,Oran,2025-06-29
284,Frédéric,Jourdan,1959-03-03,M,Constantine,2021-12-27
285,Juliette,Blanchard,1954-09-30,F,Oran,2024-08-17
286,Émile,Le Gall,1984-08-05,M,Constantine,2021-01-05
287,Louise,Navarro,1957-10-06,F,Constantine,2021-08-11
288,Henri,Bonnin,1973-08-14,M,Annaba,2025-01-21
289,Laetitia,Charrier,1981-06-15,F,Setif,2025-12-16
290,Matthieu,Faure,1984-10-06,M,Blida,2023-12-30
291,Martin,Guyon,1969-01-18,M,Oran,2025-11-30
292,Jeannine,Michel,1955-11-19,F,Alger,2021-04-29
293,Yves,Bruneau,1984-02-22,M,Setif,2022-10-11
294,Aimée,Salmon,1988-12-30,F,Annaba,2021-02-26
295,Juliette,Verdier,1952-12-20,F,Alger,2023-07-10
296,Emmanuel,Lelièvre,1980-04-04,M,Constantine,2022-04-27
297,Matthieu,Lopes,1961-01-08,M,Constantine,2024-04-10
298,Renée,Bousquet,1997-02-01,F,Constantine,2026-05-31
299,Bernadette,Lelièvre,1970-07-06,F,Blida,2026-02-14
300,Jacques,Lebrun,1988-11-15,M,Constantine,2023-02-20
301,Édouard,Boulanger,1974-02-21,M,Alger,2024-02-06
302,Virginie,Hervé,1988-06-11,F,Oran,2023-12-31
303,Luc,Samson,1982-01-12,M,Oran,2024-05-07
304,Susanne,Blanc,1968-08-08,F,Blida,2026-01-04
305,Margot,Ferreira,2005-12-23,F,Oran,2024-09-23
306,Océane,Buisson,1997-09-12,F,Constantine,2024-08-11
307,Adrien,Descamps,2000-03-25,M,Setif,2023-09-06
308,Susan,Pasquier,1953-10-07,F,Blida,2025-08-10
309,Raymond,Étienne,1986-03-02,M,Oran,2026-04-22
310,Zoé,Toussaint,1975-11-15,F,Constantine,2022-09-16
311,Anastasie,Martins,1965-11-24,F,Alger,2022-06-02
312,Christelle,Hervé,1975-08-26,F,Alger,2025-12-09
313,Patrick,Rivière,1952-04-28,M,Annaba,2026-02-15
314,Thomas,Raynaud,1996-03-27,M,Setif,2022-08-14
315,Constance,Langlois,1982-01-27,F,Setif,2022-09-25
316,Robert,Cordier,1955-12-28,M,Constantine,2023-12-22
317,Céline,Pinto,2004-08-28,F,Annaba,2025-06-17
318,Tristan,Brunet,1979-01-31,M,Oran,2025-04-06
319,Luce,Grégoire,1990-11-19,F,Setif,2026-06-22
320,Marc,Guillet,2006-07-20,M,Annaba,2021-10-08
321,Gérard,Pineau,1982-02-05,M,Setif,2024-03-23
322,Léon,Aubert,2003-03-23,M,Setif,2022-01-06
323,Dominique,Letellier,2000-10-18,F,Alger,2022-02-16
324,Antoinette,Baron,1994-09-20,F,Blida,2024-05-11
325,Marc,Leblanc,2003-12-06,M,Alger,2024-08-21
326,Philippe,Da Costa,1997-06-13,M,Oran,2025-01-08
327,Lorraine,Pages,1967-09-11,F,Constantine,2022-08-20
328,Théodore,Delorme,2007-08-13,M,Annaba,2025-08-15
329,Patrick,Gérard,1976-02-17,M,Blida,2022-12-19
330,Olivier,Barre,1969-08-17,M,Annaba,2025-04-16
331,Richard,Hoareau,1976-08-18,M,Constantine,2022-08-10
332,Isaac,Roche,2006-07-31,M,Constantine,2023-11-07
333,Isabelle,Masse,1972-07-04,F,Oran,2021-02-08
334,Olivie,Bertrand,1968-10-24,F,Oran,2022-10-10
335,Noël,Munoz,2002-09-28,M,Constantine,2024-11-16
336,Monique,Collin,2007-01-06,F,Setif,2025-10-04
337,Clémence,Costa,2005-09-02,F,Constantine,2024-05-22
338,Christophe,Gaudin,2005-09-13,M,Constantine,2026-06-03
339,Jacques,Roussel,2000-07-03,M,Blida,2025-04-12
340,Sabine,Roussel,1980-08-27,F,Annaba,2024-04-26
341,Susanne,Garcia,1991-11-09,F,Alger,2025-06-10
342,Odette,Bègue,2005-12-18,F,Alger,2021-07-20
343,Astrid,Lelièvre,1995-03-23,F,Oran,2023-08-01
344,Julie,Maillot,1986-03-15,F,Blida,2023-02-18
345,Nicole,Delahaye,1955-04-04,F,Setif,2022-07-15
346,Jacques,Parent,1999-08-29,M,Setif,2021-06-11
347,Monique,Prévost,1986-05-28,F,Constantine,2021-05-17
348,Véronique,Allard,1952-09-21,F,Setif,2022-06-23
349,Arthur,Huet,1986-08-27,M,Oran,2024-08-31
350,Louise,Dumas,1993-03-29,F,Blida,2023-04-03
351,Martin,Perrin,1994-01-07,M,Annaba,2025-02-07
352,Capucine,Hebert,1960-02-28,F,Blida,2023-11-19
353,Lucy,Leroy,1953-04-19,F,Oran,2024-10-19
354,Antoine,Cousin,1971-02-09,M,Constantine,2021-11-05
355,Martin,Rodrigues,1964-08-05,M,Blida,2025-06-16
356,Olivie,Moreno,1989-07-16,F,Alger,2025-06-05
357,Éric,Picard,1960-08-27,M,Oran,2022-05-22
358,Monique,Legendre,1989-08-13,F,Oran,2023-12-10
359,Zoé,Guillon,1958-11-01,F,Setif,2025-03-02
360,Nicolas,Diaz,1965-02-25,M,Setif,2023-08-16
361,Joséphine,Martineau,1951-03-19,F,Alger,2024-09-05
362,Nicolas,Hervé,1989-04-20,M,Setif,2021-09-16
363,Constance,Legrand,1975-11-09,F,Setif,2024-05-22
364,Marie,Coste,1967-09-24,F,Alger,2022-07-27
365,Marcel,Blot,1964-12-06,M,Alger,2024-05-31
366,Madeleine,Philippe,2007-08-22,F,Alger,2022-02-03
367,Olivier,Gautier,1964-03-13,M,Annaba,2022-07-10
368,Martine,Bruneau,1967-07-17,F,Constantine,2025-02-28
369,Lucie,Simon,2006-06-02,F,Annaba,2022-09-25
370,Nicole,Paris,1951-02-20,F,Setif,2022-02-10
371,Anaïs,Seguin,1993-02-24,F,Annaba,2025-07-30
372,Louise,Diallo,1996-03-18,F,Alger,2025-02-26
373,Thibaut,Benard,1963-02-28,M,Constantine,2025-12-27
374,Étienne,Legendre,1964-12-17,M,Oran,2022-02-11
375,Christine,Techer,1956-03-19,F,Annaba,2025-01-09
376,Thomas,Imbert,1952-12-03,M,Constantine,2024-02-05
377,Matthieu,Fontaine,1983-09-18,M,Alger,2026-02-06
378,Christophe,Robin,2002-07-11,M,Setif,2023-05-19
379,Isaac,Letellier,1974-05-12,M,Alger,2024-09-28
380,Eugène,Payet,1995-07-05,M,Blida,2023-04-21
381,Jules,Laporte,1979-04-12,M,Annaba,2023-04-29
382,Grégoire,Gaillard,1965-04-28,M,Blida,2024-09-07
383,Olivier,Collet,1993-03-25,M,Annaba,2021-01-12
384,Maggie,Noël,1977-05-16,F,Blida,2022-06-17
385,Astrid,Blanchard,1993-08-30,F,Blida,2022-03-27
386,Frédéric,Labbé,1991-12-16,M,Blida,2021-03-02
387,Nicole,Pascal,1971-07-12,F,Blida,2024-08-19
388,Louis,Garcia,1965-10-01,M,Blida,2023-12-23
389,Charles,De Sousa,1971-09-08,M,Blida,2025-09-21
390,Yves,Charles,1983-12-30,M,Setif,2021-09-18
391,Michelle,Nicolas,1989-02-21,F,Constantine,2025-01-22
392,Noël,Laurent,1985-12-28,M,Constantine,2026-08-26
393,Roger,Millet,2002-11-05,M,Annaba,2021-06-27
394,Geneviève,Jourdan,1954-04-13,F,Constantine,2021-05-08
395,Nicolas,Bonnin,1967-11-26,M,Constantine,2025-07-04
396,Odette,Ferreira,1958-08-24,F,Setif,2022-03-19
397,Alex,Bailly,2007-06-12,F,Setif,2025-12-22
398,Bertrand,Pereira,1964-01-23,M,Alger,2024-08-12
399,René,Dufour,1972-10-30,M,Alger,2022-06-01
400,Michèle,Leconte,2004-10-16,F,Annaba,2024-08-24
401,Paulette,Coste,1992-12-26,F,Annaba,2024-04-22
402,Colette,Legros,1988-01-03,F,Annaba,2025-10-29
403,Patrick,Chauvet,1973-12-09,M,Setif,2022-04-14
404,Guillaume,David,1990-01-08,M,Constantine,2026-01-24
405,Franck,Hebert,1976-01-10,M,Constantine,2024-10-20
406,Inès,Étienne,1956-05-04,F,Constantine,2025-08-31
407,Zacharie,Tessier,1981-09-17,M,Oran,2025-10-15
408,Martine,Bonnet,1973-05-15,F,Setif,2023-11-11
409,Élisabeth,Rivière,2004-10-08,F,Blida,2026-04-27
410,Michel,Robin,1988-06-15,M,Alger,2021-12-16
411,Tristan,Riou,1984-09-17,M,Constantine,2022-01-31
412,Aimée,Girard,1995-07-11,F,Blida,2021-09-03
413,Jacqueline,Marchand,1995-07-15,F,Setif,2022-05-16
414,Emmanuelle,Muller,1997-12-22,F,Oran,2025-09-29
415,Robert,Guillaume,1984-02-06,M,Oran,2024-07-03
416,Hortense,Boulanger,1994-10-25,F,Alger,2023-05-22
417,Théophile,Bernard,1966-06-25,M,Setif,2026-05-30
418,David,Dumont,1981-06-20,M,Alger,2024-12-05
419,Diane,Masson,1988-05-10,F,Alger,2024-02-16
420,Alexandre,Payet,1951-07-11,M,Constantine,2021-04-18
421,Inès,Pruvost,1969-02-17,F,Alger,2023-01-09
422,Diane,Aubry,1953-08-30,F,Setif,2024-06-19
423,Paulette,Laine,1957-02-26,F,Oran,2021-01-26
424,Arthur,Ollivier,1976-03-24,M,Blida,2025-06-30
425,Jules,Blanchet,1984-07-07,M,Blida,2021-05-06
426,Maurice,Gaudin,1963-04-22,M,Setif,2023-06-01
427,Amélie,Petitjean,1995-04-28,F,Constantine,2026-02-02
428,Madeleine,Albert,1987-05-07,F,Blida,2025-02-24
429,Alix,Bonnet,2007-08-06,F,Setif,2024-08-21
430,Luc,Launay,1989-10-13,M,Alger,2022-09-30
431,Patrick,Mendès,2002-07-13,M,Annaba,2021-07-23
432,Auguste,Faure,1969-01-14,M,Oran,2025-12-20
